Producto	Material	Línea	D nominal (mm)	Largo (m)	PN - Serie	D mínimo (mm)	D máximo (mm)	Espesor mínimo (mm)	Espesor máximo (mm)	Peso (kg/m)	Desv. Peso debajo	Desv. Peso arriba	Ovalidad (mm)	PHI 20°C (bar)	T Horno (°C)	Tiempo acond. (h)	Color Tubería	Color Línea
225mm x 6m HDPE PN-6 SDR-17	PE100	HDPE	225	6	PN-6 SDR-17	225,0	226,4	8,6	9,5	5,882813	5,583527	6,182100	4,5	9,3	110	2	NEGRO	AZUL
225mm x 6m HDPE PN-10 SDR-17	PE100	HDPE	225	6	PN-10 SDR-17	225,0	226,4	13,4	14,9	8,980839	8,506939	9,454738	4,5	15,5	110	2	NEGRO	AZUL
225mm x 12m HDPE PN-10 SDR-17	PE100	HDPE	225	12	PN-10 SDR-17	225,0	226,4	13,4	14,9	8,980839	8,506939	9,454738	4,5	15,5	110	2	NEGRO	AZUL
225mm x 6m SMARTCOLORS PN-10 SDR-17	PE100	SMARTCOLORS - HDPE	225	6	PN-10 SDR-17	225,0	226,4	13,4	14,9	8,980839	8,506939	9,454738	4,5	15,5	110	2		
225mm x 12m SMARTCOLORS PN-10 SDR-17	PE100	SMARTCOLORS - HDPE	225	12	PN-10 SDR-17	225,0	226,4	13,4	14,9	8,980839	8,506939	9,454738	4,5	15,5	110	2		
225mm x 6m HDPE PN-6 SDR-27,6	PE100	HDPE	225	6	PN-6 SDR-27,6	225,0	226,4	8,2	9,5	5,757884	5,333668	6,182100	4,5	9,3	110	2	NEGRO	AZUL
225mm x 12m HDPE PN-6 SDR-27,6	PE100	HDPE	225	12	PN-6 SDR-27,6	225,0	226,4	8,2	9,5	5,757884	5,333668	6,182100	4,5	9,3	110	2	NEGRO	AZUL
225mm x 6m SMARTCOLORS PN-6 SDR-27,6	PE100	SMARTCOLORS - HDPE	225	6	PN-6 SDR-27,6	225,0	226,4	8,2	9,5	5,757884	5,333668	6,182100	4,5	9,3	110	2		
225mm x 12m SMARTCOLORS PN-6 SDR-27,6	PE100	SMARTCOLORS - HDPE	225	12	PN-6 SDR-27,6	225,0	226,4	8,2	9,5	5,757884	5,333668	6,182100	4,5	9,3	110	2		
225mm x 6m BETA/FIBRA PN-10 S-5	PP-RCT/FV	BETA/FIBRA	225	6	PN-10 S-5	225,1	227,1	20,5	22,7	13,044085	12,3862	13,7020	4,5	30,07334963	135	4	GRIS(BETA)	NARANJA
225mm x 6m BETA PN-10 S-5	PP-RCT	BETA	225	6	PN-10 S-5	225,1	227,1	20,5	22,7	12,502894	11,8723	13,1335	4,5	30	135	4	GRIS(BETA)	AZUL
20mm x 6m R3 PN-20 S-2,5	PP-R	R3	20	6	PN-20 S-2,5	20,2	20,5	3,4	3,9	0,173232	0,1624	0,1841	1,2	64	135	1	GRIS(R3)	VERDE
20mm x 6m R3 PN-16 S-3,2	PP-R	R3	20	6	PN-16 S-3,2	20,3	20,5	2,8	3,2	0,148355	0,1393	0,1574	1,2	50	135	1	GRIS(R3)	ROJO
20mm x 6m R3 PN-10 S-5	PP-R	R3	20	6	PN-10 S-5	20,3	20,5	2,0	2,3	0,111536	0,1041	0,1190	1,2	32	135	1	GRIS(R3)	AZUL
20mm x 6m PPR-DG PN-20 S-2,5 MC	PP-R	PPR-DG	20	6	PN-20 S-2,5	20,3	20,5	3,4	3,9	0,173716	0,1634	0,1841	1,2	64	135	1	GRIS(BETA)	VERDE
20mm x 6m PPR-DG PN-16 S-3,2 MC 	PP-R	PPR-DG	20	6	PN-16 S-3,2	20,3	20,5	2,8	3,2	0,148355	0,1393	0,1574	1,2	50	135	1	GRIS(BETA)	ROJO
20mm x 6m SMART PIPE/PP-RCT PN-16 S-3,2	PP-RCT	SMART PIPE/PP-RCT	20	6	PN-16 S-3,2	20,3	20,5	2,8	3,2	0,147699	0,1387	0,1567	1,2	47	135	1	GRIS(BETA)	ROJO
20mm x 6m POLI-ONE/BETA PN-16 S-3,2	PP-RCT	POLI-ONE/BETA	20	6	PN-16 S-3,2	20,3	20,5	2,8	3,2	0,147699	0,1387	0,1567	1,2	47	135	1	GRIS(P1)	ROJO
20mm x 6m POLI-ONE PN-20 S-2,5	PP-R	POLI-ONE	20	6	PN-20 S-2,5	20,3	20,5	3,4	3,9	0,173716	0,1634	0,1841	1,2	64	135	1	GRIS(P1)	VERDE
20mm x 6m POLI-ONE PN-16 S-3,2	PP-R	POLI-ONE	20	6	PN-16 S-3,2	20,3	20,5	2,8	3,2	0,148355	0,1393	0,1574	1,2	50	135	1	GRIS(P1)	ROJO
20mm x 6m PPR-DG PN-10 S-5 MC	PP-R	PPR-DG	20	6	PN-10 S-5	20,3	20,5	1,9	2,3	0,109205	0,0994	0,1190	1,2	32	135	1	GRIS(BETA)	AZUL
20mm x 6m POLI-ONE DG PN-20 S-2,5	PP-R	POLI-ONE DG	20	6	PN-20 S-2,5	20,3	20,5	3,4	3,9	0,173716	0,1634	0,1841	1,2	64	135	1	GRIS(P1)	VERDE
20mm x 6m POLI-ONE DG PN-16 S-3,2	PP-R	POLI-ONE DG	20	6	PN-16 S-3,2	20,3	20,5	2,8	3,2	0,148355	0,1393	0,1574	1,2	50	135	1	GRIS(P1)	ROJO
20mm x 6m HIDRO-PERT S-5	PE-RT	HIDRO-PERT	20	6	S-5	20,0	20,3	1,9	2,2	0,111323	0,1032	0,1195	1,2	2	100	1	NEGRO	AZUL
20mm x 6m HDPE PN-16 SDR-11	PE100	HDPE	20	6	PN-16 SDR-11	20,0	20,3	2,0	2,3	0,116108	0,108008	0,124209	1,2	24,8	110	1	NEGRO	AZUL
20mm x 12m HDPE PN-16 SDR-11	PE100	HDPE	20	12	PN-16 SDR-11	20,0	20,3	2,0	2,3	0,116108	0,108008	0,124209	1,2	24,8	110	1	NEGRO	AZUL
20mm x 50m HDPE PN-16 SDR-11	PE100	HDPE	20	50	PN-16 SDR-11	20,0	20,3	2,0	2,3	0,116108	0,108008	0,124209	1,2	24,8	110	1	NEGRO	AZUL
20mm x 100m HDPE PN-16 SDR-11	PE100	HDPE	20	100	PN-16 SDR-11	20,0	20,3	2,0	2,3	0,116108	0,108008	0,124209	1,2	24,8	110	1	NEGRO	AZUL
20mm x 150m HDPE PN-16 SDR-11	PE100	HDPE	20	150	PN-16 SDR-11	20,0	20,3	2,0	2,3	0,116108	0,108008	0,124209	1,2	24,8	110	1	NEGRO	AZUL
20mm x 200m HDPE PN-16 SDR-11	PE100	HDPE	20	200	PN-16 SDR-11	20,0	20,3	2,0	2,3	0,116108	0,108008	0,124209	1,2	24,8	110	1	NEGRO	AZUL
20mm x 6m SMARTCOLORS PN-16 SDR-11	PE100	SMARTCOLORS - HDPE	20	6	PN-16 SDR-11	20,0	20,3	2,0	2,3	0,116108	0,108008	0,124209	1,2	24,8	110	1		
20mm x 12m SMARTCOLORS PN-16 SDR-11	PE100	SMARTCOLORS - HDPE	20	12	PN-16 SDR-11	20,0	20,3	2,0	2,3	0,116108	0,108008	0,124209	1,2	24,8	110	1		
20mm x 50m SMARTCOLORS PN-16 SDR-11	PE100	SMARTCOLORS - HDPE	20	50	PN-16 SDR-11	20,0	20,3	2,0	2,3	0,116108	0,108008	0,124209	1,2	24,8	110	1		
20mm x 100m SMARTCOLORS PN-16 SDR-11	PE100	SMARTCOLORS - HDPE	20	100	PN-16 SDR-11	20,0	20,3	2,0	2,3	0,116108	0,108008	0,124209	1,2	24,8	110	1		
20mm x 150m SMARTCOLORS PN-16 SDR-11	PE100	SMARTCOLORS - HDPE	20	150	PN-16 SDR-11	20,0	20,3	2,0	2,3	0,116108	0,108008	0,124209	1,2	24,8	110	1		
20mm x 200m SMARTCOLORS PN-16 SDR-11	PE100	SMARTCOLORS - HDPE	20	200	PN-16 SDR-11	20,0	20,3	2,0	2,3	0,116108	0,108008	0,124209	1,2	24,8	110	1		
20mm x 6m BETA/FIBRA/BOX 	PP-RCT/FV/BOX	EVO	20	6		20,6	20,8	3,0	3,4	0,157622	0,1487	0,1665	1,2			1	GRIS(BETA)	SIN LÍNEA
20mm x 6m BETA/FIBRA PN-16 S-3,2	PP-RCT/FV	BETA/FIBRA	20	6	PN-16 S-3,2	20,2	20,5	2,8	3,2	0,153679	0,1439	0,1635	1,2	47	135	1	GRIS(BETA)	NARANJA
20mm x 6m BETA/FIBRA PN-12,5 S-4	PP-RCT/FV	BETA/FIBRA	20	6	PN-12,5 S-4	20,3	20,5	2,3	2,7	0,132092	0,1223	0,1419	1,2	38	135	1	GRIS(BETA)	NARANJA
20mm x 6m BETA/FIBRA PN-10 S-5	PP-RCT/FV	BETA/FIBRA	20	6	PN-10 S-5	20,3	20,5	2,0	2,3	0,115850	0,1081	0,1236	1,2	30	135	1	GRIS(BETA)	NARANJA
20mm x 6m BETA PN-16 S-3,2	PP-RCT	BETA	20	6	PN-16 S-3,2	20,2	20,5	2,8	3,2	0,147303	0,1379	0,1567	1,2	47	135	1	GRIS(BETA)	ROJO
20mm x 6m BETA PN-12,5 S-4	PP-RCT	BETA	20	6	PN-12,5 S-4	20,3	20,5	2,3	2,7	0,126612	0,1172	0,1360	1,2	38	135	1	GRIS(BETA)	BLANCO
20mm x 6m BETA PN-10 S-5	PP-RCT	BETA	20	6	PN-10 S-5	20,3	20,5	2,0	2,3	0,111043	0,1036	0,1185	1,2	30	135	1	GRIS(BETA)	AZUL
20mm x 5m R3 PN-20 S-2,5	PP-R	R3	20	5	PN-20 S-2,5	20,2	20,5	3,4	3,9	0,173232	0,1624	0,1841	1,2	64	135	1	GRIS(R3)	VERDE
20mm x 5m R3 PN-16 S-3,2	PP-R	R3	20	5	PN-16 S-3,2	20,2	20,5	2,8	3,2	0,147957	0,1385	0,1574	1,2	50	135	1	GRIS(R3)	ROJO
20mm x 5m R3 PN-10 S-5	PP-R	R3	20	5	PN-10 S-5	20,3	20,5	1,9	2,3	0,109205	0,0994	0,1190	1,2	32	135	1	GRIS(R3)	AZUL
20mm x 5m POLI-ONE PN-16 S-3,2	PP-R	POLI-ONE	20	5	PN-16 S-3,2	20,3	20,5	2,8	3,2	0,148355	0,1393	0,1574	1,2	50	135	1	GRIS(P1)	ROJO
20mm x 5m POLI-ONE PN-10 S-5	PP-R	POLI-ONE	20	5	PN-10 S-5	20,3	20,5	2,0	2,3	0,111536	0,1041	0,1190	1,2	32	135	1	GRIS(P1)	AZUL
20mm x 5m BETA/FIBRA PN-16 S-3,2	PP-RCT/FV	BETA/FIBRA	20	5	PN-16 S-3,2	20,3	20,5	2,8	3,2	0,154092	0,1447	0,1635	1,2	47	135	1	GRIS(BETA)	NARANJA
20mm x 200m R3 PN-10 S-5	PP-R	R3	20	200	PN-10 S-5	20,3	20,5	2,0	2,3	0,111536	0,1041	0,1190	1,2	32	135	1	GRIS(R3)	AZUL
20mm x 200m BETA PN-16 S-3,2	PP-RCT	BETA	20	200	PN-16 S-3,2	20,3	20,5	2,8	3,2	0,147699	0,1387	0,1567	1,2	47	135	1	GRIS(BETA)	ROJO
20mm x 100m R3 PN-10 S-5	PP-R	R3	20	100	PN-10 S-5	20,3	20,5	2,0	2,3	0,111536	0,1041	0,1190	1,2	32	135	1	GRIS(R3)	AZUL
20mm x 100m BETA PN-16 S-3,2	PP-RCT	BETA	20	100	PN-16 S-3,2	20,3	20,5	2,8	3,2	0,147699	0,1387	0,1567	1,2	47	135	1	GRIS(BETA)	ROJO
200mm x 6m R3 PN-16 S-3,2	PP-R	R3	200	6	PN-16 S-3,2	200,1	201,8	27,4	30,3	14,113953	13,4537	14,7742	4,0	50	135	4	GRIS(R3)	ROJO
200mm x 6m R3 PN-10 S-5	PP-R	R3	200	6	PN-10 S-5	200,1	201,8	18,2	20,2	9,920991	9,4124	10,4295	4,0	32	135	4	GRIS(R3)	AZUL
200mm x 6m HDPE PN-6 SDR-27,6	PE100	HDPE	200	6	PN-6 SDR-27,6	200,0	201,2	7,6	8,4	4,622977	4,387039	4,858914	4,0	9,3	110	1	NEGRO	AZUL
200mm x 12m HDPE PN-6 SDR-27,6	PE100	HDPE	200	12	PN-6 SDR-27,6	200,0	201,2	7,6	8,4	4,622977	4,387039	4,858914	4,0	9,3	110	1	NEGRO	AZUL
200mm x 6m SMARTCOLORS PN-6 SDR-27,6	PE100	SMARTCOLORS - HDPE	200	6	PN-6 SDR-27,6	200,0	201,2	7,6	8,4	4,622977	4,387039	4,858914	4,0	9,3	110	1		
200mm x 12m SMARTCOLORS PN-6 SDR-27,6	PE100	SMARTCOLORS - HDPE	200	12	PN-6 SDR-27,6	200,0	201,2	7,6	8,4	4,622977	4,387039	4,858914	4,0	9,3	110	1		
200mm x 6m HDPE PN-20 SDR-9	PE100	HDPE	200	6	PN-20 SDR-9	200,0	201,2	22,4	24,8	12,530352	11,935589	13,125116	4,0	31	110	4	NEGRO	AZUL
200mm x 12m HDPE PN-20 SDR-9	PE100	HDPE	200	12	PN-20 SDR-9	200,0	201,2	22,4	24,8	12,530352	11,935589	13,125116	4,0	31	110	4	NEGRO	AZUL
200mm x 6m SMARTCOLORS PN-20 SDR-9	PE100	SMARTCOLORS - HDPE	200	6	PN-20 SDR-9	200,0	201,2	22,4	24,8	12,530352	11,935589	13,125116	4,0	31	110	4		
200mm x 12m SMARTCOLORS PN-20 SDR-9	PE100	SMARTCOLORS - HDPE	200	12	PN-20 SDR-9	200,0	201,2	22,4	24,8	12,530352	11,935589	13,125116	4,0	31	110	4		
200mm x 6m HDPE PN-16 SDR-11	PE100	HDPE	200	6	PN-16 SDR-11	200,0	201,2	18,2	20,2	10,448201	9,927003	10,969399	4,0	24,8	110	4	NEGRO	AZUL
200mm x 12m HDPE PN-16 SDR-11	PE100	HDPE	200	12	PN-16 SDR-11	200,0	201,2	18,2	20,2	10,448201	9,927003	10,969399	4,0	24,8	110	4	NEGRO	AZUL
200mm x 6m SMARTCOLORS PN-16 SDR-11	PE100	SMARTCOLORS - HDPE	200	6	PN-16 SDR-11	200,0	201,2	18,2	20,2	10,448201	9,927003	10,969399	4,0	24,8	110	4		
200mm x 12m SMARTCOLORS PN-16 SDR-11	PE100	SMARTCOLORS - HDPE	200	12	PN-16 SDR-11	200,0	201,2	18,2	20,2	10,448201	9,927003	10,969399	4,0	24,8	110	4		
200mm x 6m HDPE PN-12,5 SDR-13,6	PE100	HDPE	200	6	PN-12,5 SDR-13,6	200,0	201,2	14,7	16,3	8,607297	8,172325	9,042268	4,0	19,7	110	2	NEGRO	AZUL
200mm x 12m HDPE PN-12,5 SDR-13,6	PE100	HDPE	200	12	PN-12,5 SDR-13,6	200,0	201,2	14,7	16,3	8,607297	8,172325	9,042268	4,0	19,7	110	2	NEGRO	AZUL
200mm x 6m SMARTCOLORS PN-12,5 SDR-13,6	PE100	SMARTCOLORS - HDPE	200	6	PN-12,5 SDR-13,6	200,0	201,2	14,7	16,3	8,607297	8,172325	9,042268	4,0	19,7	110	2		
200mm x 12m SMARTCOLORS PN-12,5 SDR-13,6	PE100	SMARTCOLORS - HDPE	200	12	PN-12,5 SDR-13,6	200,0	201,2	14,7	16,3	8,607297	8,172325	9,042268	4,0	19,7	110	2		
200mm x 6m HDPE PN-10 SDR-17	PE100	HDPE	200	6	PN-10 SDR-17	200,0	201,2	11,9	13,2	7,080501	6,715659	7,445342	4,0	15,5	110	2	NEGRO	AZUL
200mm x 3m HDPE PN-10 SDR-17	PE100	HDPE	200	3	PN-10 SDR-17	200,0	201,2	11,9	13,2	7,080501	6,715659	7,445342	4,0	15,5	110	2	TRANSPARENTE	AZUL
200mm x 12m HDPE PN-10 SDR-17	PE100	HDPE	200	12	PN-10 SDR-17	200,0	201,2	11,9	13,2	7,080501	6,715659	7,445342	4,0	15,5	110	2	NEGRO	AZUL
200mm x 6m SMARTCOLORS PN-10 SDR-17	PE100	SMARTCOLORS - HDPE	200	6	PN-10 SDR-17	200,0	201,2	11,9	13,2	7,080501	6,715659	7,445342	4,0	15,5	110	2		
200mm x 12m SMARTCOLORS PN-10 SDR-17	PE100	SMARTCOLORS - HDPE	200	12	PN-10 SDR-17	200,0	201,2	11,9	13,2	7,080501	6,715659	7,445342	4,0	15,5	110	2		
200mm x 6m BETA/FIBRA PN-16 S-3,2	PP-RCT/FV	BETA/FIBRA	200	6	PN-16 S-3,2	200,1	201,8	27,4	30,3	14,659797	13,9740	15,3456	4,0	47	135	4	GRIS(BETA)	NARANJA
200mm x 6m BETA/FIBRA PN-12,5 S-4	PP-RCT/FV	BETA/FIBRA	200	6	PN-12,5 S-4	200,1	201,8	22,4	24,8	12,358819	11,7547	12,9629	4,0	38	135	4	GRIS(BETA)	NARANJA
200mm x 6m PP-H PN-10 S-5	PP-H	PP-H	200	6	PN-10 S-5	200,1	201,8	18,2	20,2	9,756555	9,2564	10,2567	4,0	30	150	4	GRIS(PP-H)	SIN LÍNEA
250mm x 6m PP-H PN-10 S-5	PP-H	PP-H	250	6	PN-10 S-5	250,1	252,3	22,7	25,1	15,188933	14,4330	15,9449	5,0	30	150	4	GRIS(PP-H)	SIN LÍNEA
225mm x 6m PP-H PN-10 S-5	PP-H	PP-H	225	6	PN-10 S-5	225,1	227,1	20,5	22,7	12,350250	11,7273	12,9732	4,5	30	150	4	GRIS(PP-H)	SIN LÍNEA
200mm x 6m BETA/FIBRA PN-10 S-5	PP-RCT/FV	BETA/FIBRA	200	6	PN-10 S-5	200,1	201,8	18,2	20,2	10,304676	9,7765	10,8329	4,0	30	135	4	GRIS(BETA)	NARANJA
200mm x 6m BETA PN-16 S-3,2	PP-RCT	BETA	200	6	PN-16 S-3,2	200,1	201,8	27,4	30,3	14,051571	13,3942	14,7089	4,0	47	135	4	GRIS(BETA)	ROJO
355mm x 5m BETA PN-10 S-5	PP-RCT	BETA	355	5	PN-10 S-5	355,1	358,2	32,2	35,6	30,969210	29,4305	32,5079	12,5	32	135	4	GRIS(BETA)	AZUL
200mm x 6m BETA PN-10 S-5	PP-RCT	BETA	200	6	PN-10 S-5	200,1	201,8	18,2	20,2	9,877142	9,3708	10,3834	4,0	30	135	4	GRIS(BETA)	AZUL
200mm x 6m AQUASYSTEM TRICAPA S-20	PP-R	AQUASYSTEM TRICAPA	200	6	S-20	200,0	200,6	4,9	5,6	2,911360	2,7180	3,1047	4,0		150	1	GRIS(AQS)	SIN LÍNEA
200mm x 6m AQUASYSTEM IPS S-16	PP-R100/CACO3	AQUASYSTEM IPS	200	6	S-16	200,0	200,6	6,2	7,1	4,381213	4,0881	4,6743	4,0		150	1	NEGRO	NARANJA
200mm x 5m R3 PN-16 S-3,2	PP-R	R3	200	5	PN-16 S-3,2	200,1	201,8	27,4	30,3	14,113953	13,4537	14,7742	4,0	50	135	4	GRIS(R3)	ROJO
200mm x 5m CHAQUETA PP-UV S-16	PP-R	CHAQUETA PP-UV	200	5	S-16	200,0	200,6	6,2	7,1	3,661124	3,4162	3,9060	4,0		150	1	GRIS(AQS)	SIN LÍNEA
200mm x 5m BETA/FIBRA PN-10 S-5	PP-RCT/FV	BETA/FIBRA	200	5	PN-10 S-5	200,1	201,8	18,2	20,2	10,304676	9,7765	10,8329	4,0	30	135	4	GRIS(BETA)	NARANJA
200mm x 5m BETA PN-16 S-3,2	PP-RCT	BETA	200	5	PN-16 S-3,2	200,1	201,8	27,4	30,3	14,051571	13,3942	14,7089	4,0	47	135	4	GRIS(BETA)	ROJO
200mm x 5m BETA PN-10 S-5	PP-RCT	BETA	200	5	PN-10 S-5	200,1	201,8	18,2	20,2	9,877142	9,3708	10,3834	4,0	30	135	4	GRIS(BETA)	AZUL
200mm x 5m AQUASYSTEM TRICAPA S-20	PP-R	AQUASYSTEM TRICAPA	200	5	S-20	200,0	200,6	4,9	5,6	2,911360	2,7180	3,1047	4,0		150	1	GRIS(AQS)	SIN LÍNEA
200mm x 5m AQUASYSTEM IPS S-16	PP-R100/CACO3	AQUASYSTEM IPS	200	5	S-16	200,0	200,6	6,2	7,1	4,381213	4,0881	4,6743	4,0		150	1	NEGRO	NARANJA
200mm x 12m BETA/FIBRA PN-16 S-3,2	PP-RCT/FV	BETA/FIBRA	200	12	PN-16 S-3,2	200,1	201,8	27,4	30,3	14,659797	13,9740	15,3456	4,0	47	135	4	GRIS(BETA)	NARANJA
20 mm x 200m BETA PN-12,5 S-4	PP-RCT	BETA	20	200	PN-12,5 S-4	20,3	20,5	2,3	2,7	0,126612	0,1172	0,1360	1,2	38	135	1	GRIS(BETA)	BLANCO
180mm x 6m HDPE PN-6 SDR-27,6	PE100	HDPE	180	6	PN-6 SDR-27,6	180,0	181,1	6,6	7,6	3,694829	3,433570	3,956088	3,6	9,3	110	1	NEGRO	AZUL
180mm x 12m HDPE PN-6 SDR-27,6	PE100	HDPE	180	12	PN-6 SDR-27,6	180,0	181,1	6,6	7,6	3,694829	3,433570	3,956088	3,6	9,3	110	1	NEGRO	AZUL
180mm x 6m SMARTCOLORS PN-6 SDR-27,6	PE100	SMARTCOLORS - HDPE	180	6	PN-6 SDR-27,6	180,0	181,1	6,6	7,6	3,694829	3,433570	3,956088	3,6	9,3	110	1		
180mm x 12m SMARTCOLORS PN-6 SDR-27,6	PE100	SMARTCOLORS - HDPE	180	12	PN-6 SDR-27,6	180,0	181,1	6,6	7,6	3,694829	3,433570	3,956088	3,6	9,3	110	1		
180mm x 6m HDPE PN-16 SDR-11	PE100	HDPE	180	6	PN-16 SDR-11	180,0	181,1	16,4	18,2	8,472347	8,049706	8,894988	3,6	24,8	110	4	NEGRO	AZUL
180mm x 12m HDPE PN-16 SDR-11	PE100	HDPE	180	12	PN-16 SDR-11	180,0	181,1	16,4	18,2	8,472347	8,049706	8,894988	3,6	24,8	110	4	NEGRO	AZUL
180mm x 6m SMARTCOLORS PN-16 SDR-11	PE100	SMARTCOLORS - HDPE	180	6	PN-16 SDR-11	180,0	181,1	16,4	18,2	8,472347	8,049706	8,894988	3,6	24,8	110	4		
180mm x 12m SMARTCOLORS PN-16 SDR-11	PE100	SMARTCOLORS - HDPE	180	12	PN-16 SDR-11	180,0	181,1	16,4	18,2	8,472347	8,049706	8,894988	3,6	24,8	110	4		
180mm x 6m HDPE PN-12,5 SDR-13,6	PE100	HDPE	180	6	PN-12,5 SDR-13,6	180,0	181,1	13,3	14,8	7,018036	6,651814	7,384258	3,6	19,7	110	2	NEGRO	AZUL
180mm x 12m HDPE PN-12,5 SDR-13,6	PE100	HDPE	180	12	PN-12,5 SDR-13,6	180,0	181,1	13,3	14,8	7,018036	6,651814	7,384258	3,6	19,7	110	2	NEGRO	AZUL
180mm x 6m SMARTCOLORS PN-12,5 SDR-13,6	PE100	SMARTCOLORS - HDPE	180	6	PN-12,5 SDR-13,6	180,0	181,1	13,3	14,8	7,018036	6,651814	7,384258	3,6	19,7	110	2		
180mm x 12m SMARTCOLORS PN-12,5 SDR-13,6	PE100	SMARTCOLORS - HDPE	180	12	PN-12,5 SDR-13,6	180,0	181,1	13,3	14,8	7,018036	6,651814	7,384258	3,6	19,7	110	2		
180mm x 6m HDPE PN-10 SDR-17	PE100	HDPE	180	6	PN-10 SDR-17	180,0	181,1	10,7	11,9	5,737903	5,434926	6,040880	3,6	15,5	110	2	NEGRO	AZUL
180mm x 12m HDPE PN-10 SDR-17	PE100	HDPE	180	12	PN-10 SDR-17	180,0	181,1	10,7	11,9	5,737903	5,434926	6,040880	3,6	15,5	110	2	NEGRO	AZUL
180mm x 6m SMARTCOLORS PN-10 SDR-17	PE100	SMARTCOLORS - HDPE	180	6	PN-10 SDR-17	180,0	181,1	10,7	11,9	5,737903	5,434926	6,040880	3,6	15,5	110	2		
180mm x 12m SMARTCOLORS PN-10 SDR-17	PE100	SMARTCOLORS - HDPE	180	12	PN-10 SDR-17	180,0	181,1	10,7	11,9	5,737903	5,434926	6,040880	3,6	15,5	110	2		
16mm x 6m R3 PN-16 S-3,2	PP-R	R3	16	6	PN-16 S-3,2	16,2	16,4	2,2	2,6	0,094790	0,0876	0,1020	1,2	50	135	1	GRIS(R3)	ROJO
16mm x 6m POLI-ONE/BETA PN-16 S-3,2	PP-RCT	POLI-ONE/BETA	16	6	PN-16 S-3,2	16,2	16,4	2,2	2,6	0,094371	0,0872	0,1016	1,2	47	135	1	GRIS(P1)	ROJO
16mm x 6m POLI-ONE PN-16 S-3,2	PP-R	POLI-ONE	16	6	PN-16 S-3,2	16,2	16,4	2,2	2,6	0,094790	0,0876	0,1020	1,2	50	135	1	GRIS(P1)	ROJO
16mm x 6m HIDRO-PERT S-4	PE-RT	HIDRO-PERT	16	6	S-4	16,0	16,3	1,8	2,1	0,083076	0,0767	0,0895	1,2	27	100	1	NEGRO	AZUL
16mm x 6m BETA/FIBRA/BOX 	PP-RCT/FV/BOX	EVO	16	6		16,6	16,8	2,4	2,8	0,103334	0,0962	0,1105	1,2			1	GRIS(BETA)	SIN LÍNEA
16mm x 6m BETA/FIBRA PN-16 S-3,2	PP-RCT/FV	BETA/FIBRA	16	6	PN-16 S-3,2	16,2	16,4	2,2	2,6	0,098456	0,0910	0,1060	1,2	47	135	1	GRIS(BETA)	NARANJA
16mm x 6m BETA PN-16 S-3,2	PP-RCT	BETA	16	6	PN-16 S-3,2	16,2	16,4	2,2	2,6	0,094371	0,0872	0,1016	1,2	47	135	1	GRIS(BETA)	ROJO
16mm x 6m BETA PN-12,5 S-4	PP-RCT	BETA	16	6	PN-12,5 S-4	16,2	16,4	2,0	2,3	0,086092	0,0804	0,0918	1,2	38	135	1	GRIS(BETA)	BLANCO
16mm x 5m R3 PN-16 S-3,2	PP-R	R3	16	5	PN-16 S-3,2	16,2	16,4	2,2	2,6	0,094790	0,0876	0,1020	1,2	50	135	1	GRIS(R3)	ROJO
16mm x 5m POLI-ONE PN-16 S-3,2	PP-R	POLI-ONE	16	5	PN-16 S-3,2	16,2	16,4	2,2	2,6	0,094790	0,0876	0,1020	1,2	50	135	1	GRIS(P1)	ROJO
16mm x 5m BETA/FIBRA PN-16 S-3,2	PP-RCT/FV	BETA/FIBRA	16	5	PN-16 S-3,2	16,2	16,4	2,2	2,6	0,098456	0,0910	0,1060	1,2	47	135	1	GRIS(BETA)	NARANJA
16mm x 200m BETA PN-16 S-3,2	PP-RCT	BETA	16	200	PN-16 S-3,2	16,2	16,4	2,2	2,6	0,094371	0,0872	0,1016	1,2	47	135	1	GRIS(BETA)	ROJO
16mm x 200m BETA PN-12,5 S-4	PP-RCT	BETA	16	200	PN-12,5 S-4	16,2	16,4	2,0	2,3	0,086092	0,0804	0,0918	1,2	38	135	1	GRIS(BETA)	BLANCO
160mm x 6m R3 PN-16 S-3,2	PP-R	R3	160	6	PN-16 S-3,2	160,1	161,5	21,9	24,2	9,025886	8,6050	9,4468	3,2	50	135	4	GRIS(R3)	ROJO
160mm x 6m PP-H PN-10 S-5	PP-H	PP-H	160	6	PN-10 S-5	160,1	161,5	14,6	16,2	6,366016	6,0397	6,6924	3,2	32	150	2	GRIS(PP-H)	SIN LÍNEA
160mm x 6m R3 PN-10 S-5	PP-R	R3	160	6	PN-10 S-5	160,1	161,5	14,6	16,2	6,366016	6,0397	6,6924	3,2	32	135	2	GRIS(R3)	AZUL
160mm x 6m POLI-ONE PN-16 S-3,2	PP-R	POLI-ONE	160	6	PN-16 S-3,2	160,1	161,5	21,9	24,2	9,025886	8,6050	9,4468	3,2	50	135	4	GRIS(P1)	ROJO
160mm x 6m POLI-ONE PN-10 S-5	PP-R	POLI-ONE	160	6	PN-10 S-5	160,1	161,5	14,6	16,2	6,366016	6,0397	6,6924	3,2	32	135	2	GRIS(P1)	AZUL
160mm x 6m HDPE PN-6 SDR-27,6	PE100	HDPE	160	6	PN-6 SDR-27,6	160,0	161,0	5,8	6,7	2,892466	2,683275	3,101656	3,2	9,3	110	1	NEGRO	AZUL
